movie title,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,path,Popularity,Votes,Adult,Poster Image,Runtime,Taglines
Top Gun: Maverick,"['Action', 'Drama']","After more than thirty years of service as one of the Navy's top aviators, Pete Mitchell is where he belongs, pushing the envelope as a courageous test pilot and dodging the advancement in rank that would ground","[{'id': 2533, 'name': 'fighter pilot'}, {'id': 4410, 'name': 'u.s. navy'}, {'id': 9663, 'name': 'sequel'}, {'id': 160381, 'name': 'nuclear weapons'}, {'id': 162365, 'name': 'military'}]",Joseph Kosinski,"['Jack Epps Jr.', 'Peter Craig', 'Tom Cruise', 'Jennifer Connelly', 'Miles Teller']",Jim Cash,/title/tt1745960/,165.641,7581.0,False,http://image.tmdb.org/t/p/w500/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,131.0,Feel the need... The need for speed.
Jurassic World Dominion,"['Action', 'Adventure', 'Sci-Fi']","Four years after the destruction of Isla Nublar, dinosaurs now live--and hunt--alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with ... Read all","[{'id': 9663, 'name': 'sequel'}, {'id': 11100, 'name': 'giant monster'}, {'id': 12616, 'name': 'dinosaur'}, {'id': 170865, 'name': 'child kidnapping'}, {'id': 197063, 'name': 'jurassic'}, {'id': 242578, 'name': 'animal sanctuary'}]",Colin Trevorrow,"['Colin Trevorrow', 'Derek Connolly', 'Chris Pratt', 'Bryce Dallas Howard', 'Laura Dern']",Emily Carmichael,/title/tt8041270/,166.548,5238.0,False,http://image.tmdb.org/t/p/w500/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,147.0,The epic conclusion of the Jurassic era.
Top Gun,"['Action', 'Drama']","As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.","[{'id': 697, 'name': 'loss of loved one'}, {'id': 725, 'name': 'lovesickness'}, {'id': 2533, 'name': 'fighter pilot'}, {'id': 2796, 'name': 'self-discovery'}, {'id': 3203, 'name': 'pilot'}, {'id': 3737, 'name': 'dying and death'}, {'id': 3777, 'name': 'training camp'}, {'id': 3779, 'name': 'air force'}, {'id': 3800, 'name': 'airplane'}, {'id': 3851, 'name': 'dangerous'}, {'id': 3994, 'name': 'battle assignment'}, {'id': 4410, 'name': 'u.s. navy'}, {'id': 6062, 'name': 'hostility'}, {'id': 7879, 'name': 'secret love'}, {'id': 13001, 'name': 'cowardliness'}, {'id': 207414, 'name': 'pilot school'}, {'id': 239275, 'name': 'based on magazine, newspaper or article'}]",Tony Scott,"['Jack Epps Jr.', 'Ehud Yonay', 'Tom Cruise', 'Tim Robbins', 'Kelly McGillis']",Jim Cash,/title/tt0092099/,61.215,7726.0,False,http://image.tmdb.org/t/p/w500/xUuHj3CgmZQ9P2cMaqQs4J0d4Zc.jpg,110.0,Up there with the best of the best.
Lightyear,"['Animation', 'Action', 'Adventure']","While spending years attempting to return home, marooned Space Ranger Buzz Lightyear encounters an army of ruthless robots commanded by Zurg who are attempting to steal his fuel source.","[{'id': 3801, 'name': 'space travel'}, {'id': 4862, 'name': 'alien life-form'}, {'id': 9743, 'name': 'stranded'}, {'id': 10158, 'name': 'alien planet'}, {'id': 15285, 'name': 'spin off'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 242214, 'name': 'origin story'}]",Angus MacLane,"['Jason Headley', 'Matthew Aldrich', 'Chris Evans', 'Keke Palmer', 'Peter Sohn']",Angus MacLane,/title/tt10298810/,54.742,3064.0,False,http://image.tmdb.org/t/p/w500/b9t3w1loraDh7hjdWmpc9ZsaYns.jpg,105.0,Infinity awaits.
Spiderhead,"['Action', 'Crime', 'Drama']","In the near future, convicts are offered the chance to volunteer as medical subjects to shorten their sentence. One such subject for a new drug capable of generating feelings of love begins questioning the reality of his emotions.","[{'id': 2629, 'name': 'psychological stress'}, {'id': 4565, 'name': 'dystopia'}, {'id': 9777, 'name': 'prison escape'}, {'id': 12565, 'name': 'psychological thriller'}, {'id': 18128, 'name': 'inmate'}, {'id': 156866, 'name': 'based on short story'}, {'id': 164218, 'name': 'psychotronic'}, {'id': 209304, 'name': 'drug testing'}]",Joseph Kosinski,"['Rhett Reese', 'Paul Wernick', 'Chris Hemsworth', 'Miles Teller', 'Jurnee Smollett']",George Saunders,/title/tt9783600/,36.996,1362.0,False,http://image.tmdb.org/t/p/w500/5hTK0J9SGPLSTFwcbU0ELlJsnAY.jpg,106.0,How far would you go to fix human nature?
Everything Everywhere All at Once,"['Action', 'Adventure', 'Comedy']","An aging Chinese immigrant is swept up in an insane adventure, where she alone can save the world by exploring other universes connecting with the lives she could have led.","[{'id': 456, 'name': 'mother'}, {'id': 490, 'name': 'philosophy'}, {'id': 779, 'name': 'martial arts'}, {'id': 780, 'name': 'kung fu'}, {'id': 2200, 'name': 'generations conflict'}, {'id': 3292, 'name': 'chinese woman'}, {'id': 6183, 'name': 'laundromat'}, {'id': 13159, 'name': 'chinese'}, {'id': 14988, 'name': 'east asian lead'}, {'id': 18035, 'name': 'family'}, {'id': 167888, 'name': 'hot dog'}, {'id': 179321, 'name': 'asian woman'}, {'id': 227943, 'name': 'chinese immigrant'}, {'id': 240315, 'name': 'mother daughter relationship'}, {'id': 280028, 'name': 'asian american'}, {'id': 293750, 'name': 'intergenerational trauma'}, {'id': 295011, 'name': 'internal revenue service'}]",Dan Kwan,"['Dan Kwan', 'Daniel Scheinert', 'Michelle Yeoh', 'Stephanie Hsu', 'Ke Huy Quan']",Daniel Scheinert,/title/tt6710474/,73.625,5242.0,False,http://image.tmdb.org/t/p/w500/rKvCys0fMIIi1X9rmJBxTPLAtoU.jpg,140.0,The universe is so much bigger than you realize.
Interceptor,"['Action', 'Adventure', 'Drama']",One Army captain must use her years of tactical training and military expertise when a simultaneous coordinated attack threatens the remote missile interceptor station she is in command of.,"[{'id': 13015, 'name': 'terrorism'}]",Matthew Reilly,"['Stuart Beattie', 'Elsa Pataky', 'Luke Bracey', 'Aaron Glenane', 'Matthew Reilly']",Matthew Reilly,/title/tt14174940/,29.997,643.0,False,http://image.tmdb.org/t/p/w500/cpWUtkcgRKeauhTyVMjYHxAutp4.jpg,98.0,The world's last defense.
Interceptor,"['Action', 'Sci-Fi', 'Thriller']","When Special forces agent Matvey Sobolev survives an explosion, he realizes he must master the art of absolute inner power before confronting his powerful rival, Kurylo, a cruel leader of a criminal syndicate.","[{'id': 13015, 'name': 'terrorism'}]",Konstantin Maksimov,"['Konstantin Maksimov', 'Larisa Stepanova', 'Igor Petrenko', 'Lyubov Tolkalina', 'Aleksandr Baluev']",Vasily Golovachov,/title/tt14174940/,29.997,643.0,False,http://image.tmdb.org/t/p/w500/cpWUtkcgRKeauhTyVMjYHxAutp4.jpg,98.0,The world's last defense.
Black Adam,"['Action', 'Fantasy', 'Sci-Fi']","Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods-and imprisoned just as quickly-Black Adam (Johnson) is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.","[{'id': 952, 'name': 'lightning'}, {'id': 2095, 'name': 'anti hero'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 15001, 'name': 'demon'}, {'id': 155030, 'name': 'superhero team'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 229266, 'name': 'dc extended universe (dceu)'}]",Jaume Collet-Serra,"['Rory Haines', 'Sohrab Noshirvani', 'Sarah Shahi', 'Dwayne Johnson', 'Pierce Brosnan']",Adam Sztykiel,/title/tt6443346/,165.122,5482.0,False,http://image.tmdb.org/t/p/w500/pFlaoHTZeyNkG83vxsAJiGzfSsa.jpg,124.0,Power born from rage.
The Northman,"['Action', 'Adventure', 'Drama']","From visionary director Robert Eggers comes The Northman, an action-filled epic that follows a young Viking prince on his quest to avenge his father's murder.","[{'id': 1938, 'name': 'sword'}, {'id': 2123, 'name': 'father murder'}, {'id': 3071, 'name': 'prince'}, {'id': 5746, 'name': 'iceland'}, {'id': 5895, 'name': 'viking'}, {'id': 7005, 'name': 'northern ireland'}, {'id': 9725, 'name': 'sword fight'}, {'id': 9748, 'name': 'revenge'}, {'id': 10201, 'name': 'death of father'}, {'id': 10292, 'name': 'gore'}, {'id': 10855, 'name': 'fate'}, {'id': 13084, 'name': 'king'}, {'id': 14707, 'name': 'brutality'}, {'id': 185011, 'name': 'hamlet'}, {'id': 185343, 'name': 'based on myths, legends or folklore'}, {'id': 231370, 'name': 'nordic'}, {'id': 235499, 'name': '10th century'}, {'id': 274221, 'name': 'viking age'}, {'id': 283784, 'name': 'muscular men'}, {'id': 293198, 'name': 'fantasy'}, {'id': 296359, 'name': 'graphic violence'}]",Robert Eggers,"['Robert Eggers', 'Alexander Skarsgård', 'Nicole Kidman', 'Claes Bang', 'Robert Eggers']",Sjón,/title/tt11138512/,62.844,3602.0,False,http://image.tmdb.org/t/p/w500/aSSJMnHknzKjlZ6zybwD7eyJ4Po.jpg,137.0,Conquer your fate.
Thor: Love and Thunder,"['Action', 'Adventure', 'Comedy']","Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.","[{'id': 1595, 'name': 'ex-girlfriend'}, {'id': 1701, 'name': 'hero'}, {'id': 2036, 'name': 'greek mythology'}, {'id': 9663, 'name': 'sequel'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 173125, 'name': 'shadow'}, {'id': 179101, 'name': 'norse mythology'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 180547, 'name': 'marvel cinematic universe (mcu)'}, {'id': 225679, 'name': 'heroes'}, {'id': 230105, 'name': 'norse god'}, {'id': 240145, 'name': 'god of thunder'}, {'id': 262626, 'name': 'colorless'}, {'id': 265839, 'name': 'child abduction'}, {'id': 304843, 'name': 'thor'}, {'id': 317743, 'name': 'nude male lead'}]",Taika Waititi,"['Jennifer Kaytin Robinson', 'Stan Lee', 'Chris Pratt', 'Taika Waititi', 'Chris Hemsworth']",Taika Waititi,/title/tt10648342/,137.571,6533.0,False,http://image.tmdb.org/t/p/w500/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,119.0,The one is not the only.
Fantastic Beasts: The Secrets of Dumbledore,"['Action', 'Adventure', 'Fantasy']",Professor Albus Dumbledore must assign Newt Scammander and his fellow partners as Grindelwald begins to lead an army to eliminate all Muggles.,"[{'id': 220, 'name': 'berlin, germany'}, {'id': 378, 'name': 'prison'}, {'id': 616, 'name': 'witch'}, {'id': 2343, 'name': 'magic'}, {'id': 6085, 'name': 'election campaign'}, {'id': 10541, 'name': 'curse'}, {'id': 33499, 'name': 'bhutan'}, {'id': 170362, 'name': 'fantasy world'}, {'id': 177912, 'name': 'wizard'}, {'id': 195269, 'name': 'magical creature'}, {'id': 214548, 'name': '1930s'}, {'id': 269233, 'name': 'good versus evil'}]",David Yates,"['Steve Kloves', 'Eddie Redmayne', 'Jude Law', 'Ezra Miller', 'David Yates']",J.K. Rowling,/title/tt4123432/,109.909,3831.0,False,http://image.tmdb.org/t/p/w500/jrgifaYeUtTnaH7NF5Drkgjg2MB.jpg,142.0,Return to the magic.
The Unbearable Weight of Massive Talent,"['Action', 'Comedy', 'Crime']","In this action-packed comedy, Nicolas Cage plays Nick Cage, channeling his iconic characters as he's caught between a superfan (Pedro Pascal) and a CIA agent (Tiffany Haddish).","[{'id': 591, 'name': 'cia'}, {'id': 776, 'name': 'screenplay'}, {'id': 1568, 'name': 'undercover'}, {'id': 5732, 'name': 'birthday party'}, {'id': 18026, 'name': 'drug lord'}, {'id': 158988, 'name': 'struggling actor'}, {'id': 240303, 'name': 'father daughter relationship'}, {'id': 310062, 'name': 'actor playing themself'}]",Tom Gormican,"['Kevin Etten', 'Nicolas Cage', 'Pedro Pascal', 'Tiffany Haddish', 'Tom Gormican']",Tom Gormican,/title/tt11291274/,36.091,1510.0,False,http://image.tmdb.org/t/p/w500/aqhLeieyTpTUKPOfZ3jzo2La0Mq.jpg,107.0,Nicolas Cage is Nick Cage.
Jurassic Park,"['Action', 'Adventure', 'Sci-Fi']",A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,"[{'id': 911, 'name': 'exotic island'}, {'id': 1718, 'name': 'dna'}, {'id': 1719, 'name': 'paleontology'}, {'id': 1720, 'name': 'tyrannosaurus rex'}, {'id': 1764, 'name': 'triceratops'}, {'id': 1765, 'name': 'brontosaurus'}, {'id': 1767, 'name': 'electric fence'}, {'id': 2041, 'name': 'island'}, {'id': 12616, 'name': 'dinosaur'}, {'id': 155582, 'name': 'amusement park'}, {'id': 158340, 'name': 'theme park'}]",Steven Spielberg,"['David Koepp', 'Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Steven Spielberg']",Michael Crichton,/title/tt0107290/,26.773,15159.0,False,http://image.tmdb.org/t/p/w500/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg,127.0,An adventure 65 million years in the making.
Doctor Strange in the Multiverse of Madness,"['Action', 'Adventure', 'Fantasy']","Doctor Strange teams up with a mysterious teenage girl from his dreams who can travel across multiverses, to battle multiple threats, including other-universe versions of himself, which threaten to wipe out millions across the multiverse. They seek help from Wanda the Scarlet Wit... Read all","[{'id': 2343, 'name': 'magic'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 156282, 'name': 'alternate reality'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 180547, 'name': 'marvel cinematic universe (mcu)'}]",Sam Raimi,"['Stan Lee', 'Steve Ditko', 'Benedict Cumberbatch', 'Elizabeth Olsen', 'Chiwetel Ejiofor']",Michael Waldron,/title/tt9419884/,131.776,8015.0,False,http://image.tmdb.org/t/p/w500/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,126.0,Enter a new dimension of Strange.
No Time to Die,"['Action', 'Adventure', 'Thriller']","James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.","[{'id': 351, 'name': 'poison'}, {'id': 470, 'name': 'spy'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 3446, 'name': 'forgiveness'}, {'id': 14555, 'name': 'mi6'}, {'id': 18035, 'name': 'family'}, {'id': 156095, 'name': 'british secret service'}, {'id': 159947, 'name': 'parents'}, {'id': 206959, 'name': 'global threat'}, {'id': 219965, 'name': 'nanobots'}]",Cary Joji Fukunaga,"['Robert Wade', 'Cary Joji Fukunaga', 'Daniel Craig', 'Ana de Armas', 'Rami Malek']",Neal Purvis,/title/tt2382320/,63.338,5514.0,False,http://image.tmdb.org/t/p/w500/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg,163.0,The mission that changes everything begins…
The Batman,"['Action', 'Crime', 'Drama']","When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.","[{'id': 853, 'name': 'crime fighter'}, {'id': 1308, 'name': 'secret identity'}, {'id': 2334, 'name': 'nightclub'}, {'id': 6083, 'name': 'politician'}, {'id': 6149, 'name': 'police'}, {'id': 6259, 'name': 'psychopath'}, {'id': 7002, 'name': 'vigilante'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 10291, 'name': 'organized crime'}, {'id': 10714, 'name': 'serial killer'}, {'id': 33626, 'name': 'millionaire'}, {'id': 154954, 'name': 'social injustice'}, {'id': 161982, 'name': 'murder investigation'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 180734, 'name': 'masked superhero'}, {'id': 181659, 'name': 'political corruption'}, {'id': 207268, 'name': 'neo-noir'}, {'id': 232766, 'name': 'vengeance'}, {'id': 272385, 'name': 'mayoral election'}]",Matt Reeves,"['Peter Craig', 'Bill Finger', 'Robert Pattinson', 'Zoë Kravitz', 'Jeffrey Wright']",Matt Reeves,/title/tt1877830/,157.583,8615.0,False,http://image.tmdb.org/t/p/w500/74xTEgt7R36Fpooo50r9T25onhq.jpg,177.0,Unmask the truth.
Bullet Train,"['Action', 'Thriller']",Five assassins aboard a fast moving bullet train find out their missions have something in common.,"[{'id': 233, 'name': 'japan'}, {'id': 782, 'name': 'assassin'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 10364, 'name': 'mission'}, {'id': 13008, 'name': 'train'}, {'id': 157904, 'name': 'luck'}, {'id': 166479, 'name': 'deadly snake'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 234041, 'name': 'one location'}, {'id': 315796, 'name': '子弹列车'}]",David Leitch,"['Zak Olkewicz', 'Karen Fukuhara', 'Brad Pitt', 'Sandra Bullock', 'David Leitch']",Kôtarô Isaka,/title/tt12593682/,95.168,4822.0,False,http://image.tmdb.org/t/p/w500/j8szC8OgrejDQjjMKSVXyaAjw3V.jpg,126.0,The end of the line is just the beginning.
Bullet Train,"['Action', 'Crime', 'Drama']","Criminals plant a bomb on a high-speed train. It will explode when the train slows down, unless a ransom is paid.","[{'id': 233, 'name': 'japan'}, {'id': 782, 'name': 'assassin'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 10364, 'name': 'mission'}, {'id': 13008, 'name': 'train'}, {'id': 157904, 'name': 'luck'}, {'id': 166479, 'name': 'deadly snake'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 234041, 'name': 'one location'}, {'id': 315796, 'name': '子弹列车'}]",Jun'ya Satô,"[""Jun'ya Satô"", 'Sunao Sakagami', 'Ken Takakura', ""Shin'ichi Chiba"", 'Kei Yamamoto']",Ryûnosuke Ono,/title/tt12593682/,95.168,4822.0,False,http://image.tmdb.org/t/p/w500/j8szC8OgrejDQjjMKSVXyaAjw3V.jpg,126.0,The end of the line is just the beginning.
Jurassic World,"['Action', 'Adventure', 'Sci-Fi']","A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.","[{'id': 1718, 'name': 'dna'}, {'id': 1720, 'name': 'tyrannosaurus rex'}, {'id': 1766, 'name': 'velociraptor'}, {'id': 2041, 'name': 'island'}, {'id': 5160, 'name': 'animal attack'}, {'id': 5251, 'name': 'primal fear'}, {'id': 9663, 'name': 'sequel'}, {'id': 10617, 'name': 'disaster'}, {'id': 10685, 'name': 'escape'}, {'id': 12616, 'name': 'dinosaur'}, {'id': 13031, 'name': 'creature'}, {'id': 14798, 'name': 'park'}, {'id': 155582, 'name': 'amusement park'}, {'id': 158340, 'name': 'theme park'}, {'id': 163561, 'name': 'genetic engineering'}, {'id': 197013, 'name': 'raptor'}, {'id': 223059, 'name': 'animal horror'}, {'id': 319467, 'name': 'mosasaurus'}]",Colin Trevorrow,"['Amanda Silver', 'Colin Trevorrow', 'Chris Pratt', 'Bryce Dallas Howard', 'Ty Simpkins']",Rick Jaffa,/title/tt0369610/,84.393,19434.0,False,http://image.tmdb.org/t/p/w500/A0LZHXUzo5C60Oahvt7VxvwuzHw.jpg,124.0,The park is open.
Jurassic World: Fallen Kingdom,"['Action', 'Adventure', 'Sci-Fi']","When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.","[{'id': 1720, 'name': 'tyrannosaurus rex'}, {'id': 3347, 'name': 'volcano'}, {'id': 9663, 'name': 'sequel'}, {'id': 10789, 'name': 'prehistoric creature'}, {'id': 11107, 'name': 'rescue mission'}, {'id': 11338, 'name': 'wild animal'}, {'id': 12616, 'name': 'dinosaur'}, {'id': 163561, 'name': 'genetic engineering'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 224587, 'name': 'monster island'}]",J.A. Bayona,"['Colin Trevorrow', 'Michael Crichton', 'Chris Pratt', 'Bryce Dallas Howard', 'Rafe Spall']",Derek Connolly,/title/tt4881806/,66.112,10450.0,False,http://image.tmdb.org/t/p/w500/2CQ53CuWD1KdlOkEWhJcEVjqKn4.jpg,129.0,The park is gone.
Vikram,"['Action', 'Thriller']","Amar is assigned to investigate a case of serial killings. When Amar investigates the case, he realizes it is not what it seems to be and following down this path will lead to nothing but war between everyone involved.",[],Lokesh Kanagaraj,"['Rathna Kumar', 'Kamal Haasan', 'Vijay Sethupathi', 'Fahadh Faasil', 'Lokesh Kanagaraj']",Lokesh Kanagaraj,/title/tt9179430/,2.872,1.0,False,http://image.tmdb.org/t/p/w500/d489L1rjwHdUQLt8kGLocj2zlyh.jpg,173.0,
Morbius,"['Action', 'Adventure', 'Horror']","Biochemist Michael Morbius tries to cure himself of a rare blood disease, but he inadvertently infects himself with a form of vampirism instead.","[{'id': 3133, 'name': 'vampire'}, {'id': 9717, 'name': 'based on comic'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 194404, 'name': 'supervillain'}, {'id': 321585, 'name': ""it's morbin time""}]",Daniel Espinosa,"['Burk Sharpless', 'Jared Leto', 'Matt Smith', 'Adria Arjona', 'Daniel Espinosa']",Matt Sazama,/title/tt5108870/,74.224,3702.0,False,http://image.tmdb.org/t/p/w500/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,105.0,A new Marvel legend arrives.
The Lost City,"['Action', 'Adventure', 'Comedy']",A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,"[{'id': 179431, 'name': 'duringcreditsstinger'}]",Aaron Nee,"['Oren Uziel', 'Dana Fox', 'Adam Nee', 'Sandra Bullock', 'Channing Tatum']",Adam Nee,/title/tt13320622/,77.671,2975.0,False,http://image.tmdb.org/t/p/w500/neMZH82Stu91d3iqvLdNQfqPPyl.jpg,112.0,The adventure is real. The heroes are not.
Spider-Man: No Way Home,"['Action', 'Adventure', 'Fantasy']","With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.","[{'id': 242, 'name': 'new york city'}, {'id': 697, 'name': 'loss of loved one'}, {'id': 797, 'name': 'showdown'}, {'id': 1308, 'name': 'secret identity'}, {'id': 1701, 'name': 'hero'}, {'id': 2343, 'name': 'magic'}, {'id': 3289, 'name': 'villain'}, {'id': 3851, 'name': 'dangerous'}, {'id': 7002, 'name': 'vigilante'}, {'id': 7939, 'name': 'portal'}, {'id': 9663, 'name': 'sequel'}, {'id': 9715, 'name': 'superhero'}, {'id': 155030, 'name': 'superhero team'}, {'id': 156282, 'name': 'alternate reality'}, {'id': 158456, 'name': 'masked vigilante'}, {'id': 169909, 'name': 'spider web'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 180547, 'name': 'marvel cinematic universe (mcu)'}, {'id': 188178, 'name': 'teenage hero'}, {'id': 193946, 'name': 'fight for justice'}, {'id': 265979, 'name': 'superhero teamup'}, {'id': 283844, 'name': 'returning hero'}, {'id': 285365, 'name': 'crossover'}, {'id': 285485, 'name': 'teamwork'}]",Jon Watts,"['Erik Sommers', 'Stan Lee', 'Tom Holland', 'Zendaya', 'Benedict Cumberbatch']",Chris McKenna,/title/tt10872600/,226.846,18325.0,False,http://image.tmdb.org/t/p/w500/5weKu49pzJCt06OPpjvT80efnQj.jpg,148.0,The Multiverse unleashed.
Last Seen Alive,"['Action', 'Thriller']",Will's soon-to-be ex-wife mysteriously vanishes at a gas station. He delves into the town's criminal underbelly while running from the authorities in a race against time to find her.,"[{'id': 291004, 'name': 'kidnapped'}]",Brian Goodman,"['Gerard Butler', 'Jaimie Alexander', 'Russell Hornsby', 'Brian Goodman', 'Marc Frydman']",Marc Frydman,/title/tt15004136/,54.62,785.0,False,http://image.tmdb.org/t/p/w500/qvqyDj34Uivokf4qIvK4bH0m0qF.jpg,95.0,He'll stop at nothing to get her back.
Sonic the Hedgehog 2,"['Action', 'Adventure', 'Comedy']","When the manic Dr Robotnik returns to Earth with a new ally, Knuckles the Echidna, Sonic and his new friend Tails is all that stands in their way.","[{'id': 9663, 'name': 'sequel'}, {'id': 9748, 'name': 'revenge'}, {'id': 10125, 'name': 'mad scientist'}, {'id': 41645, 'name': 'based on video game'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 208927, 'name': 'hedgehog'}, {'id': 209220, 'name': 'live action and animation'}]",Jeff Fowler,"['Josh Miller', 'John Whittington', 'James Marsden', 'Jim Carrey', 'Ben Schwartz']",Pat Casey,/title/tt12412888/,162.818,4245.0,False,http://image.tmdb.org/t/p/w500/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,123.0,Welcome to the next level.
Uncharted,"['Action', 'Adventure']","Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.","[{'id': 6956, 'name': 'treasure hunt'}, {'id': 8562, 'name': 'lighter'}, {'id': 11088, 'name': 'treasure map'}, {'id': 41645, 'name': 'based on video game'}, {'id': 169953, 'name': 'lost treasure'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 253869, 'name': 'missing relative'}]",Ruben Fleischer,"['Art Marcum', 'Matt Holloway', 'Tom Holland', 'Mark Wahlberg', 'Antonio Banderas']",Rafe Judkins,/title/tt1464335/,98.7,5082.0,False,http://image.tmdb.org/t/p/w500/rJHC1RUORuUhtfNb4Npclx0xnOf.jpg,116.0,Fortune favors the bold.
Prey,"['Action', 'Drama', 'Horror']","The origin story of the Predator in the world of the Comanche Nation 300 years ago. Naru, a skilled female warrior, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth.","[{'id': 414, 'name': 'hunter'}, {'id': 4862, 'name': 'alien life-form'}, {'id': 9675, 'name': 'prequel'}, {'id': 9951, 'name': 'alien'}, {'id': 10322, 'name': 'native american'}, {'id': 10468, 'name': 'bear'}, {'id': 11181, 'name': 'decapitation'}, {'id': 15162, 'name': 'dog'}, {'id': 157513, 'name': 'severed foot'}, {'id': 158175, 'name': 'bear attack'}, {'id': 179419, 'name': 'comanche'}, {'id': 186497, 'name': 'human vs alien'}, {'id': 215162, 'name': 'indigenous peoples'}, {'id': 269485, 'name': 'severed arm'}, {'id': 287699, 'name': 'dog hero'}, {'id': 301974, 'name': 'great plains'}]",Dan Trachtenberg,"['Amber Midthunder', 'Dane DiLiegro', 'Harlan Blayne Kytwayhat', 'Dan Trachtenberg', 'Patrick Aison']",Patrick Aison,/title/tt11866324/,154.435,5844.0,False,http://image.tmdb.org/t/p/w500/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg,100.0,They hunt to live. It lives to hunt.
