movie title,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,path
Onechanbara: The Movie,"['Action', 'Horror']","In the year 20XX a mysterious scientist discovers a way to bring back the dead . . . only it turns one town into a zombie-infested hellhole. But when the world falls into ruin, only one woman, her trusty katana and sexy bikini can save them. And as she takes down one zombie after... Read all","['zombie', 'katana', 'melodrama', 'guilt', 'black and white scene', 'm 16', 'chanbara', 'evil doctor', 'female protagonist', 'swordswoman']",Yôhei Fukuda,"['Yasutoshi Murakawa', 'Eri Otoguro', 'Tomohiro Waki', 'Tarô Suwa', 'Yôhei Fukuda']",Yôhei Fukuda,/title/tt1192613/
The Mummy's Curse,"['Action', 'Fantasy', 'Horror']","Shipped to Louisiana, the mummy Kharis from Egypt roams the bayou, tormented by his forbidden love for Princess Ananka.","['tana leaves', 'secretary', 'buried alive', 'cajun', 'louisiana', 'swamp', 'reincarnation', 'amnesia', 'ritual', 'cafe']",Leslie Goodwins,"['Leon Abrams', 'Dwight V. Babcock', 'Lon Chaney Jr.', 'Peter Coe', 'Virginia Christine']",Bernard Schubert,/title/tt0037098/
Friends,"['Action', 'Comedy', 'Drama']","Three friends, who value friendship over everything else, begin to fall apart when one of them learns about a shocking incident that happened in their past.","['friend', 'falling off a cliff', 'deception', 'ladder', 'dog', 'woods', 'weeping', 'secret', 'friends falling out', 'unrequited love']",Siddique,"['Suriya', 'Ramesh Khanna', 'Siddique', 'Thalapathy Vijay', 'Suriya']",Thalapathy Vijay,/title/tt0308280/
American Dresser,['Action'],"When a recent widower consumed with regret seeks absolution in riding his motorcycle cross-country to confront the mistakes of his past, he unexpectedly discovers that life is about moving forward, one mile at a time.",['motorcycle'],Carmine Cangialosi,"['Gina Gershon', 'Penelope Ann Miller', 'Keith David', 'Carmine Cangialosi', 'Carmine Cangialosi']",Carmine Cangialosi,/title/tt3956336/
Unsung Hero,"['Action', 'Comedy', 'Drama']","When Vietnam veteran, Wayne Elliot, discovers his own child is heading down a destructive path similar to his own past, he must gain inspiration from a timeless story in order to win her back from a life of devastation.",[],Robin Maxwell,"['Judah Maxwell', 'Robin Maxwell', 'Stephanie Marie Vatsaas', 'Melissa Sellers-Durham', 'Michael Wittig']",Chloe Maxwell,/title/tt15408952/
Wizards of the Lost Kingdom II,"['Action', 'Fantasy', 'Adventure']",Three kingdoms have been overtaken by three evil lords and only a teenage boy with magical powers can restore peace to the land.,"['camp', 'kingdom', 'wizard', 'hero', 'kendo', 'good versus evil', 'axe', 'second part', 'kung fu', 'combat']",Charles B. Griffith,"['Lance Smith', 'Mel Welles', 'Bobby Jacoby', 'David Carradine', 'Charles B. Griffith']",Charles B. Griffith,/title/tt0090334/
Arjun Pandit,"['Action', 'Crime', 'Romance']",Arjun Dixit is a middle class common man in the vicinity of Bombay. All is well for him until he meets Nisha and subsequently falls head over heels in love with her. She is also attracted to him and he announces that he wants to marry her at any cost. That's when Nisha shows her ... Read all,"['blood', 'train', 'blood splatter', 'doctor', 'gangster', 'love', 'rape', 'bicycle', 'shot in the back', 'stealing a police car']",Rahul Rawail,"['Shivkumar Subramaniam', 'Sunny Deol', 'Juhi Chawla', 'Saurabh Shukla', 'Rahul Rawail']",Ravi Shankar Jaiswal,/title/tt0278315/
Raja Hindustani,"['Action', 'Comedy', 'Drama']","Raja, a taxi driver, falls in love with Aarti, a rich girl, and marries her against her parents' wishes. Later, her parents try to create differences amongst the couple.","['love', 'taxi driver', 'red dress', 'stepmother', 'poor man rich woman', 'party', 'misunderstanding', 'marriage problems', 'marital separation', 'marital reconciliation']",Dharmesh Darshan,"['Dharmesh Darshan', 'Javed Siddiqui', 'Aamir Khan', 'Karisma Kapoor', 'Suresh Oberoi']",Robin Bhatt,/title/tt0117437/
Force 2,"['Action', 'Adventure', 'Thriller']",ACP Yashvardhan teams up with RAW Agent KK to bring down the mole within RAW.,"['intelligence agency', 'car chase', 'shot with a gun', 'gunfight', 'budapest hungary']",Abhinay Deo,"['Parveez Sheikh', 'John Abraham', 'Abhinay Raj Singh', 'Sonakshi Sinha', 'Abhinay Deo']",Jasmeet K Reen,/title/tt5156746/
Kesisme: Iyi Ki Varsin Eren,"['Action', 'Drama']","A true intersection story of a teenage boy lives in Black Sea hills whose life is full of struggle, a heroic soldier Ferhat and an uninvited visitor from back of beyond.","['young man', 'pkk terror', 'turkey the country', ""turkey's war on terror"", 'pkk', 'hills', 'black sea', 'turk', 'turkish army', 'counter counter measure']",Özer Feyzioglu,"['Özer Feyzioglu', 'Alper Uyar', 'Azer Selte', 'Rahman Besel', 'Murat Deniz']",Mert Dikmen,/title/tt13761148/
Shootout at Lokhandwala,"['Action', 'Crime', 'History']","An account of the gangster Mahindra Dolas and his gang, which terrorized Mumbai City, and a massive war between Mumbai Police and gangs during 16 November 1991.","['police', 'gangster', 'shootout', '1990s', 'extortion', 'criminal', 'terrorist', 'summer', 'police officer', 'gas cylinder']",Apoorva Lakhia,"['Suresh Nair', 'Raj Vasant', 'Amitabh Bachchan', 'Sanjay Dutt', 'Suniel Shetty']",Apoorva Lakhia,/title/tt0811066/
Satan's Sadists,"['Action', 'Horror', 'Drama']","The ""Satans"" are a very cruel biker gang led by Anchor. The gang goes to a diner in the middle of nowhere in the California desert where they begin to terrorize Lew and his patrons and his waitress, Tracy. After a little killing, one of the patrons named Johnny manages to escape ... Read all","['biker gang', 'motorcycle gang', 'bikersploitation', 'criminal', 'sadistic biker', 'gang leader', 'triumph bonneville motorcycle', 'outlaw biker', 'exploitation', 'marijuana']",Al Adamson,"['Russ Tamblyn', 'Russ Tamblyn', 'Scott Brady', ""John 'Bud' Cardos"", 'Al Adamson']",Greydon Clark,/title/tt0064939/
Jawab Hum Denge,['Action'],"Union Leader Vijay Saxena wants his employer, Dhanraj, to treat his employees as shareholders, and for this purpose he presents him a cheque of 10 lakh rupees being their contribution, which Dhanraj accepts. Then the company shows huge losses, as a result the employees are unhapp... Read all",[],Vijay Reddy,"['Jackie Shroff', 'Sridevi', 'Shatrughan Sinha', 'Vijay Reddy', 'K.C. Bokadia']",K.C. Bokadia,/title/tt0093299/
The Great Father,"['Action', 'Crime', 'Drama']",A businessman who is trying hard to be a good father to his daughter has a run-in with malevolent policeman.,"['psychopath', 'murder', 'revenge', 'abuse', 'rape', 'psycho', 'serial killer']",Haneef Adeni,"['Mammootty', 'Arya', 'Sneha', 'Haneef Adeni', 'Haneef Adeni']",Haneef Adeni,/title/tt5996836/
The Lucky Man,"['Action', 'Drama', 'Sci-Fi']",A young charismatic preacher and his hot Latina girlfriend travel Route 66 scamming the small churches along the way only to find that the bogus healing powers he portrays become real. The healing powers serve as a blessing and a curse.,['sex drugs revival'],Norman Gregory McGuire,"['Jesse James', 'Burton Gilliam', 'Mariana Paola Vicente', 'Norman Gregory McGuire', 'Norman Gregory McGuire']",Norman Gregory McGuire,/title/tt3458760/
Underdog Kids,"['Action', 'Family']",Inner city kids from a poor neighborhood go up against the undefeated Beverly Hills Junior National Karate Team.,['city'],Phillip Rhee,"['Phillip Rhee', 'Mirelly Taylor', 'Max Gail', 'Phillip Rhee', 'Phillip Rhee']",Phillip Rhee,/title/tt3150574/
Team of Two,"['Action', 'Comedy', 'Crime']",When facing the most dangerous criminal is easier than facing your new partner,[],Joss Gomez,"['Motown Maurice', 'Marc Singer', 'Joss Gomez', 'Joss Gomez', 'Motown Maurice']",Joss Gomez,/title/tt11306352/
Residence,"['Action', 'Adventure', 'Comedy']","The enigmatic hero, a speechless child and a ragtag motley crew journey through a zombie filled apocalyptic landscape to seek shelter in a medieval fun park whilst being pursued by a deranged lunatic.","['australian zombies', 'independent feature']",Matt Mirams,"['Jayden Popik', 'Ryan Moloney', 'Scott Major', 'Matt Mirams', 'Matt Mirams']",Matt Mirams,/title/tt5260932/
4Got10,"['Action', 'Crime', 'Thriller']","A drug deal goes bad, leaving bodies. A sheriff shoots his deputy for the money and a wounded amnesiac shoots the sheriff and escapes with $3,000,000. DEA investigates as does the drug lord dad of the dead deputy.","['cowgirl sex position', 'hand on breast', 'muscleman', 'tough guy', 'lap dance', 'doggystyle sex', 'cowboy sex position', 'tied to a chair', 'bullet proof vest', 'camera shot of feet']",Timothy Woodward Jr.,"['Johnny Messner', 'Dolph Lundgren', 'Danny Trejo', 'Timothy Woodward Jr.', 'Sean Ryan']",Sean Ryan,/title/tt4510398/
Pinoy/Blonde,"['Action', 'Comedy']","(Tagalog with English subtitles) The Filipino equivalent to Bill and Ted's Excellent Adventure. On his hospital bed, a dying uncle gives final instructions to his two nephews: deliver a brown bag in exchange for a package. This sets into motion a ton of clever dialogue, sex jokes... Read all","['hospital', 'bag', 'slash in title', 'punctuation in title', 'hotel', 'drugs', 'dreadlocks', 'cousin cousin relationship', 'cameo']",Peque Gallaga,"['Lore Reyes', 'Jeffrey Quizon', 'Boy 2 Quizon', 'Iza Calzado', 'Peque Gallaga']",Peque Gallaga,/title/tt0442412/
Dance Dance,"['Action', 'Drama', 'Musical']","Orphaned as kids, Radha and her brother Ramu make their living by dancing and singing in small functions. Ramu makes it big in the music world.","['murder of a pregnant woman', 'pregnancy', 'song', 'machine gun', 'landlord', 'loss of sister', 'uxoricide', 'brother sister relationship', 'mother son reunion', 'concert']",Babbar Subhash,"['Babbar Subhash', 'Mithun Chakraborty', 'Smita Patil', 'Mandakini', 'Babbar Subhash']",Rahi Masoom Reza,/title/tt0317312/
Komban,"['Action', 'Drama']",An angry young man tries to give up his violent ways after his marriage runs into trouble. But his nemesis will not rest until he is killed.,['marriage'],M. Muthaiah,"['Karthi', 'Raj Kiran', 'Lakshmi Menon', 'M. Muthaiah', 'M. Muthaiah']",M. Muthaiah,/title/tt4546024/
Trackdown,"['Action', 'Drama']","A Montana rancher (Jim Mitchum) comes to Los Angeles, searching for his runaway sister (Karen Lamm), who has become entangled in a world of crime, drugs, and prostitution.","['sunset strip', 'runaway', 'prostitution', 'gang rape', 'forced prostitution', 'female nudity', 'independent film']",Richard T. Heffron,"['Ivan Nagy', 'James Mitchum', 'Karen Lamm', 'Anne Archer', 'Richard T. Heffron']",Paul F. Edwards,/title/tt0075344/
Dick Figures: The Movie,"['Animation', 'Action', 'Adventure']","Red and Blue journey around the world to find The Great Sword of Destiny. Blue discovers that Red was never his friend at all, now they are enemies and are in worst situations imaginable.","['pawnshop', 'irony', 'bear trap', 'allegory', 'anime spoof', 'banishment', 'blue blood', 'ancient sword', 'adultery', 'based on web series']",Zack Keller,"['Ed Skudder', 'Zack Keller', 'Ed Skudder', 'Zack Keller', 'Eric Bauza']",Ed Skudder,/title/tt2312262/
Duniya,"['Action', 'Drama']","Framed for a crime he didn't commit, Mohan Kumar loses his wife, son, and freedom, then he emerges from prison vowing revenge.","['revenge', 'ex convict', 'life imprisonment', 'smuggler', 'car chase', 'rescue', 'abduction', 'torture', 'telephone call', 'threat']",Ramesh Talwar,"['Ashok Kumar', 'Dilip Kumar', 'Rishi Kapoor', 'Ramesh Talwar', 'Javed Akhtar']",Javed Akhtar,/title/tt0301231/
Bindaas,"['Action', 'Comedy', 'Musical']",Kajol (Sayantika Banerjee) became friends with Abhimanyu aka Abhi (Dev) after the later saves the former from some goons in Italy. But one day she asks Abhi to leave her and go as she cannot stand the separation from him if their relationship develops any further. He then goes ba... Read all,[],Rajib Biswas,"['Koratala Siva', 'Dev', 'Srabanti Chatterjee', 'Sayantika Banerjee', 'Rajib Biswas']",N.K. Salil,/title/tt4773112/
Naseeb,"['Action', 'Musical', 'Romance']",A lottery ticket changes the lives of four friends.,"['waiter', 'lottery', 'hotel', 'destiny', 'party', 'film star', 'cameo appearance', 'kabaddi', 'love quadrangle', 'fire']",Manmohan Desai,"['Prayag Raj', 'K.K. Shukla', 'Amitabh Bachchan', 'Shatrughan Sinha', 'Rishi Kapoor']",Kader Khan,/title/tt0082797/
Justice High,"['Action', 'Comedy']","Today is righteous Chae-young's first day of her transferred school after beaten a bully to nothing. Despite the dad's warning, she saves her classmate Jong-gu from bullies again. Fascinated by her, Jong-gu asks how to be strong like her.",['bully'],Johnny Chae,"['Lim Yeong-ju', 'Jung Da-Eun', 'Jung In-Tae', 'Tae-Yoon Kim', 'Johnny Chae']",Chae Yeojoon,/title/tt13042460/
Attraction to Paris,"['Action', 'Crime', 'Thriller']","A college girl, studying abroad in Europe, stumbles upon a murder in progress, orchestrated by a terror cell, putting her life in danger as the main witness.","['scantily clad female', 'witness', 'arms tied overhead']",Jesús del Cerro,"['Jesús del Cerro', 'Julie Thompson', 'Christopher Atkins', 'Tara Reid', 'Dina De Laurentiis']",Irmgard Pagan,/title/tt4511054/
Narasimha,"['Action', 'Drama']","With the help of his strongest henchman; Narasimha, Baapji eliminates his enemies from the city. But what happens when the sleeping morals of your toughest ally awaken, and he not only opposes you, but aligns with your enemy?","['pillar', 'tough guy', 'hitman', 'forbidden love', 'young love', 'tyrant', 'loss of family', 'character name in title', 'crushed to death', 'college']",N. Chandra,"['Kamlesh Pandey', 'Sunny Deol', 'Dimple Kapadia', 'Urmila Matondkar', 'N. Chandra']",N. Chandra,/title/tt0102513/
Captains of the Clouds,"['Action', 'Drama', 'War']","Inspired by Churchill's Dunkirk speech, brash, undisciplined bush pilot Brian MacLean and three friends enlist in the RCAF but are deemed too old to be fliers.","['bush pilot', 'royal canadian air force', 'seaplane', 'patriotism', 'friendship', 'father daughter relationship', 'enlistment', 'aviation instructor', 'world war two']",Michael Curtiz,"['Roland Gillett', 'Richard Macaulay', 'James Cagney', 'Dennis Morgan', 'Brenda Marshall']",Arthur T. Horman,/title/tt0034578/
Dead Mine,"['Action', 'Horror']","The legend of Yamashita's Gold lures a treasure hunter and his group deep into the Indonesian jungle. Once they are trapped in an abandoned World War II Japanese bunker, they face the terrifying reality that the only way out is to go further in.","['unit 731', 'japan', 'world world two']",Steven Sheil,"['Steven Sheil', 'Miki Mizuno', 'Sam Hazeldine', 'Ario Bayu', 'Steven Sheil']",Ziad Semaan,/title/tt2171847/
Expo,"['Action', 'Crime', 'Drama']","With only three days to prove his innocence, a struggling ex-soldier (Derek Davenport) is forced to take one last job and save his client's kidnapped daughter (Amelia Haberman) or face time for a crime he did not commit.","['tied feet', 'trafficking']",Joseph Mbah,"['Derek Davenport', 'Amelia Haberman', 'Shepsut Wilson', 'Joseph Mbah', 'Joseph Mbah']",Joseph Mbah,/title/tt6830716/
The Handler,"['Action', 'Drama', 'Thriller']","After throwing a job, an ex-Marine seeks refuge in a safe house where he is swarmed by mercenaries sent to kill him.",[],Michael Matteo Rossi,"['Maddison Bullock', 'Rachel Alig', 'Jazsmin Lewis', 'Michael Matteo Rossi', 'Michael Matteo Rossi']",Michael Matteo Rossi,/title/tt12525600/
Dead Zone,"['Action', 'Horror']","An elite team of soldiers who, to stop the collapse of humanity, descend on a radiation-poisoned town and perform the ultimate stealth mission using high-tech armor and weapons.",[],Hank Braxtan,"['Michael Klug', 'Michael Lurie', 'Michael Jai White', 'Jeff Fahey', 'Chad Michael Collins']",Jeffrey Giles,/title/tt18396866/
Tiger Heart,"['Action', 'Adventure', 'Comedy']",A teen martial arts expert and his martial arts class take on a bunch of thugs headed by a devious real estate developer who is forcing a community to sell out their property so he can build a mall.,"['cult film', 'strong female character', 'teen martial arts', 'martial arts', 'teen comedy', 'taekwondo', 'teenage protagonist', 'two word title', 'teenage boy', 'child martial arts']",Georges Chamchoum,"['Ted Jan Roberts', 'Carol Potter', 'Jennifer Lyons', 'Georges Chamchoum', 'William Applegate Jr.']",William Applegate Jr.,/title/tt0117911/
Kayamkulam Kochunni,"['Action', 'Drama', 'History']","Dreaded by the rich and corrupt and revered by the poor and downtrodden, Kayamkulam Kochunni was a Robin Hood of sorts. Chronicles the life and times of the legendary 19th century highwayman, and how he rose from his humble beginnings.",['legend'],Roshan Andrews,"['Sanjay', 'Nivin Pauly', 'Mohanlal', 'Sunny Wayne', 'Roshan Andrews']",Bobby,/title/tt7231546/
Naya Daur,"['Action', 'Drama', 'Musical']","When the son of a landlord decides to modernize his business by replacing the horse carts with buses, a horse cart rider decides to challenge him.","['horse drawn carriage', 'bus', 'village', 'socialism', 'capitalism', 'working class', 'love triangle', 'race', 'friend', 'two word title']",B.R. Chopra,"['Kamil Rashid', 'Dilip Kumar', 'Vyjayanthimala', 'Ajit Khan', 'B.R. Chopra']",Akhtar Mirza,/title/tt0050758/
Karan Arjun,"['Action', 'Drama', 'Fantasy']",Karan and Arjun reincarnate in the different parts of the country. But the faith of their previous mother brings them together in order to avenge their death.,"['temple', 'bleeding forehead', 'train', 'seduction', 'showdown', 'machine gun', 'face slap', 'inheritance', 'ambush', 'arms smuggling']",Rakesh Roshan,"['Ravi Kapoor', 'Anwar Khan', 'Rakhee Gulzar', 'Salman Khan', 'Shah Rukh Khan']",Sachin Bhowmick,/title/tt0113526/
Vaastav: The Reality,"['Action', 'Crime', 'Drama']",Consequences force an innocent man to get involved in crime after making an error.,"['gang war', 'tragedy', 'gangster', 'best friend', 'brothel', 'prostitute', 'hitman', 'filicide', 'love', 'honeymoon']",Mahesh Manjrekar,"['Mahesh Manjrekar', 'Sanjay Dutt', 'Namrata Shirodkar', 'Reema Lagoo', 'Mahesh Manjrekar']",Imtiaz Hussain,/title/tt0220832/
King of Kotha,['Action'],,[],Abhilash Joshiy,"['Dulquer Salmaan', 'Abhilash Joshiy', 'Abhilash N. Chandran', 'Dulquer Salmaan', 'Abhilash Joshiy']",Abhilash N. Chandran,/title/tt15134398/
Cops and Robbers,"['Action', 'Thriller']",A strung out hostage negotiator plays a dangerous game of cat and mouse with a cornered bank robber who is hell bent on getting out of the bank and humiliating the negotiator in the process.,['cat'],Scott Windhauser,"['Michael Jai White', ""Quinton 'Rampage' Jackson"", 'Tom Berenger', 'Scott Windhauser', 'Scott Windhauser']",Scott Windhauser,/title/tt4717208/
Singapore,"['Action', 'Adventure', 'Crime']","After WW2, an American skipper returns to Singapore to retrieve his hidden stash of pearls and finds his lost fiancee who now has amnesia.","['pearl necklace', 'gin sling', 'flashback', 'romantic triangle', 'singapore', 'japanese', 'pearls', 'amnesia', 'prison camp', 'invasion']",John Brahm,"['Robert Thoeren', 'Fred MacMurray', 'Ava Gardner', 'Roland Culver', 'John Brahm']",Seton I. Miller,/title/tt0039829/
El vecindario,['Action'],,"['sex', 'full frontal nudity', 'pantyhose']",Gilberto Martínez Solares,"['Rafael Inclán', 'Ana Luisa Peluffo', 'Gilberto Martínez Solares', 'Alfonso Zayas', 'Rafael Inclán']",Alfonso Zayas,/title/tt0083277/
Shooters,"['Action', 'Crime', 'Drama']","Gilly, fresh out of prison, and J, a hustler with a major drug problem, just can't shake their criminal ways.","['criminal', 'best friend', 'london england', 'submachine gun', 'shootout', 'drug dealer', 'ex convict', 'pistol', 'british', 'one word title']",Glenn Durfort,"['Louis Dempsey', 'Andrew Howard', 'Gary Young', 'Adrian Dunbar', 'Andrew Howard']",Colin Teague,/title/tt0278035/
Circuitry Man,"['Action', 'Comedy', 'Sci-Fi']","In a future where most humans have moved underground to escape the pollution, one of the few pleasures left is a kind of narcotic in the form of chips which can be plugged directly into the brain. Lori, a female body guard steals a case of such chips and flees underground Los Ang... Read all","['cyberpunk', 'virtual reality', 'villain', 'cyborg', 'dystopian future', 'pollution', 'hero', 'female client', 'male female partnership', 'wasteland']",Steven Lovy,"['Steven Lovy', 'Jim Metzler', 'Dana Wheeler-Nicholson', 'Lu Leonard', 'Steven Lovy']",Robert Lovy,/title/tt0099271/
Africa Screams,"['Action', 'Adventure', 'Comedy']","Two booksellers search for diamonds in Africa, along the way meeting a visually-impaired gunner, a hungry lion, and a tribe of cannibals.","['abbott and costello', 'safari', 'psychotronic film', 'gray tabby kitten', 'whip', 'bookstore', 'map', 'leaky faucet', 'finger stuck in a faucet', 'lighting a cigar']",Charles Barton,"['Martin Ragaway', 'Leonard Stern', 'Bud Abbott', 'Lou Costello', 'Clyde Beatty']",Earl Baldwin,/title/tt0041098/
Circus of the Dead,"['Action', 'Horror', 'Thriller']","A sadistic group of clowns kidnap an unsuspecting man and his daughters, forcing him to play a deadly game in order to save his family.","['evil clown', 'sadistic', 'clown', 'circus', 'blood', 'gore', 'texas', 'necrophilia']",Billy 'Bloody Bill' Pon,"[""Billy 'Bloody Bill' Pon"", 'Bill Oberst Jr.', 'Parrish Randall', 'Chanel Ryan', ""Billy 'Bloody Bill' Pon""]",Lee Ankrum,/title/tt2782232/
Rising Shaolin: The Protector,"['Action', 'Drama']","Debao and his lowlife friends con the visitors to their village, robbing them by day on the road and by night in their scam hostel. When he is framed for the murder of a visiting government official, Debao finds sanctuary with a monk from long-lost Shaolin Temple who trains him b... Read all",[],Stanley Tong,"['Baoqiang Wang', 'Dahong Ni', 'Man-Tat Ng', 'Stanley Tong', 'Huan Shu']",Huan Shu,/title/tt13936230/
From Hell to Texas,"['Action', 'Romance', 'Western']","After ranch hand Tod Lohman accidentally kills the son of a powerful rancher, he panics and flees, but the rancher and his vengeful crew hunt Tod down.","['ranch', 'ranch hand', 'rancher', 'hunt', 'texas', 'bushwhacker', 'cattle rancher', 'cattleman', 'vengeance', 'damsel in distress']",Henry Hathaway,"['Wendell Mayes', 'Charles O. Locke', 'Don Murray', 'Diane Varsi', 'Chill Wills']",Robert Buckner,/title/tt0051636/
Hippi,"['Action', 'Comedy', 'Romance']",Hippi is about the live-in relationship between an energetic youngster and a confident girl.,['dancing'],N. Krishna,"['Digangana Suryavanshi', 'MD Asif', 'Brahmaji', 'N. Krishna', 'Kaasi Nadimpalli']",Kaasi Nadimpalli,/title/tt9251858/
Megaman,"['Action', 'Drama', 'Sci-Fi']",A brave robot volunteers to combat the mechanoid minions of a mad scientist bent on world domination.,"['character name as title', 'one word title', 'mega man character', 'mad scientist', 'fan film', 'android', 'based on video game']",Eddie Lebron,"['Jun Naito', 'Jeanie Tse', 'Edward X. Young', 'Eddie Lebron', 'Eddie Lebron']",Eddie Lebron,/title/tt1662534/
Johan Falk: Kodnamn - Lisa,"['Action', 'Crime', 'Thriller']","Frank Wagner is sleeping next to his family. Their plans to move abroad lay on the kitchen table, when they suddenly hear someone trying to break into the apartment and five masked men are trying to enter.","['police', 'sequel', 'fifteenth part', 'f rated', 'returning character', 'part of series', 'colon in title', 'police procedural', 'title appears in writing', 'shootout']",Charlotte Brändström,"['Anders Nilsson', 'Joakim Hansson', 'Jakob Eklund', 'Joel Kinnaman', 'Ruth Vega Fernandez']",Viking Johansson,/title/tt2279786/
Shamelessly She-Hulk,"['Action', 'Comedy', 'Drama']",Jenn must help her cousin Bruce Banner with his government problem with General Ross.,"['superheroine', 'marvel comics', 'fan film', 'based on comic book', 'she hulk character', 'lawyer', 'transformation', 'bruce banner character', 'peter parker character', 'natasha romanoff character']",Garrett Gilchrist,"['Kierstyn Elrod', 'Lesley Youngblood', 'John Nania', 'Garrett Gilchrist', 'Garrett Gilchrist']",Garrett Gilchrist,/title/tt4664384/
Mirugaa,"['Action', 'Drama', 'Thriller']","The film revolves around a maneater tiger who has gone berzerk and is no attacking people in Iduppanai, Kotagiri. While the forest officials are searching for the tiger, strange events happen in the forest.",['forest'],J. Parthiban,"['Raai Laxmi', 'Dev Gill', 'J. Parthiban', 'Srikanth', 'Raai Laxmi']",Srikanth,/title/tt11640108/
The Neptune Factor,"['Action', 'Adventure', 'Drama']","When an underwater ocean lab is lost in a earthquake, an advanced submarine is sent down to find it and encounters terrible danger.","['bare chested male', 'romantic rivalry', 'homosexual subtext', 'bottom of the ocean', 'sea creature', 'underwater scene', 'underwater laboratory', 'psychotronic film', 'hairy chested man', 'scientist']",Daniel Petrie,"['Ben Gazzara', 'Walter Pidgeon', 'Ernest Borgnine', 'Daniel Petrie', 'Jack DeWitt']",Jack DeWitt,/title/tt0070438/
I Witness,"['Action', 'Crime', 'Drama']","After 27 bodies are discovered in a collapsed tunnel in Tijuana, a man tries to unravel the mystery before becoming the next victim.","['border wall', 'friend', 'burn', 'father child relationship', 'foot chase', 'police officer', 'sex scene', 'tv interview', 'television reporter', 'cover up']",Rowdy Herrington,"['Robert Ozn', 'Jeff Daniels', 'James Spader', 'Portia de Rossi', 'Rowdy Herrington']",Colin Greene,/title/tt0329216/
Death Before Dishonor,"['Action', 'Drama']","Gunnery Sergeant Burns reports for duty to an American Embassy in the Middle East. However due to the 'enlightened' views of the Ambassador, the marine security detachment he is in charge of is severely restricted in their functions and presence to avoid upsetting the host govern... Read all","['vietnam war veteran', 'jumping from a helicopter', 'jumping into water from a helicopter', 'ambassador', 'marine', 'embassy', 'terrorist', 'hostage', 'colonel', 'middle east']",Terry Leonard,"['Fred Dryer', 'Brian Keith', 'Joseph Gian', 'Terry Leonard', 'John Gatliff']",John Gatliff,/title/tt0092854/
Turbulence 2: Fear of Flying,"['Action', 'Thriller']",A passenger of a hijacked airliner who happens to be an airplane engineer works to deactivate a chemical weapons bomb after the hijackers kill the pilot and threaten to kill all the passengers on the plane.,"['1990s', 'ends with freeze frame', 'commercial air travel', 'pilot', 'hijack', 'fear of flying', 'airplane', 'father son relationship', 'henchman', 'paramedic']",David Mackay,"['Brendan Broderick', 'Kevin Bernhardt', 'Craig Sheffer', 'Tom Berenger', 'Jennifer Beals']",Rob Kerchner,/title/tt0192701/
TNT Jackson,['Action'],A young karate expert searches for her brother's killer in Hong Kong.,"['revenge', 'attempted rape', 'nude black woman', 'knocked unconscious', 'woman hostage', 'catfight', 'shower scene', 'foot chase', 'cult', 'smoking opium']",Cirio H. Santiago,"['Ken Metcalfe', 'Jeannie Bell', 'Stan Shaw', 'Pat Anderson', 'Cirio H. Santiago']",Dick Miller,/title/tt0072245/
P1H: The Beginning of a New World,"['Action', 'Drama', 'Sci-Fi']","The story of boys who are scattered in the past, present, and future to find the star of hope in order to save the Earth which is devastated by a virus spread by a group of evil.",[],Hong-Seung Yoon,"['Yeo-jin Choi', 'Jung Hae-In', 'Hwang In-tak', 'Hong-Seung Yoon', 'Hong-Seung Yoon']",Hong-Seung Yoon,/title/tt15023900/
Lo chiamavano Bulldozer,"['Action', 'Comedy', 'Sport']","After his fishing boat is ""periscoped"", ex US footballer Bulldozer docks in an Italian port, where local criminals and American soldiers fight each other. Locals discover Bulldozer's talents and challenge the Yanks to a football game.","['u.s. military', 'football game', 'german actor playing foreigner', 'demolishing a bar', 'collapsing desk', 'demolition', 'football', 'fisherman', 'nco', 'southern italy']",Michele Lupo,"['Marcello Fondato', 'Francesco Scardamaglia', 'Bud Spencer', 'Raimund Harmstorf', ""Ottaviano Dell'Acqua""]",Rainer Brandt,/title/tt0077864/
Ang panday,"['Action', 'Adventure', 'Comedy']","Long ago, the evil wizard Lizardo (Phillip Salvador) sent an army of monsters to subjugate the land and its people. Lizardo succeeded, but a prophecy tells of a comet that will fall to Earth, and a man who will wield a weapon that will free the people from Lizardo's tyranny. Flav... Read all","['reboot', 'cartoon to live action', 'cutting firewood', 'thunder', 'meteor', 'monkey', 'goat', 'cave beneath waterfall', 'bald man', 'medallion']",Mac Alejandre,"['RJ Nuevas', 'Steve Gan', ""Ramon 'Bong' Revilla Jr."", 'Phillip Salvador', 'Iza Calzado']",Carlo J. Caparas,/title/tt1366419/
Pathu Thala,['Action'],,[],Obeli N. Krishna,"['Priya Bhavani Shankar', 'Kalaiyarasan', 'Obeli N. Krishna', 'Silambarasan Rajendar', 'Priya Bhavani Shankar']",Silambarasan Rajendar,/title/tt11732164/
